Likely true (according to Katie Pearson)?,candidate record citation,candidate query,candidate record reference,accession,specimen_voucher,definition,derived_from,OBI specimen
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN617272,OBI 60356,"Cirsium scariosum var. scariosum voucher OBI 60356 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7016554-L7016619,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN617332,OBI 60356,"Cirsium scariosum var. scariosum voucher OBI 60356 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7020093-L7020150,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN604496,OBI 60365,"Cirsium undulatum voucher OBI 60365 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6565675-L6565724,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN604610,OBI 60365,"Cirsium undulatum voucher OBI 60365 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6571881-L6571933,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN604651,OBI 60365,"Cirsium undulatum voucher OBI 60365 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6574699-L6574767,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN617276,OBI 60365,"Cirsium undulatum voucher OBI 60365 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7016815-L7016879,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN617335,OBI 60365,"Cirsium undulatum voucher OBI 60365 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7020266-L7020321,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN604496,OBI 60365,"Cirsium undulatum voucher OBI 60365 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6565675-L6565724,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN604610,OBI 60365,"Cirsium undulatum voucher OBI 60365 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6571881-L6571933,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN604651,OBI 60365,"Cirsium undulatum voucher OBI 60365 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6574699-L6574767,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN617276,OBI 60365,"Cirsium undulatum voucher OBI 60365 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7016815-L7016879,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60356"")'",https://cch2.org/portal/collections/individual/index.php?occid=175596,https://www.ncbi.nlm.nih.gov/nuccore/MN617335,OBI 60365,"Cirsium undulatum voucher OBI 60365 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7020266-L7020321,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN604493,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6565525-L6565574,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN604583,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6570370-L6570426,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN604639,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6573870-L6573938,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN617273,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7016620-L7016684,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN617333,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7020151-L7020207,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN604493,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6565525-L6565574,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/ON159793,SAV:423OBI,"Alyssum wulfenianum subsp. ovirense voucher SAV:423OBI clone allele1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/7af7685865450e6721f9b1892f2b829c5aef89300c8ce7aeb6db31e049246a18!/L5055774-L5055827,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/KP747724,null,"Beta vulgaris subsp. maritima isolate 12OBI trnH-psbA intergenic spacer, partial sequence; and photosystem II 32 kDa protein (psbA) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/9d1e9f2bd8323f9d037a86b007ec53e53ff03d21495cb0a5a2f511a8cbe8cca6!/L520056-L520115,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/KP747807,null,"Beta vulgaris subsp. maritima isolate 12OBI trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/9d1e9f2bd8323f9d037a86b007ec53e53ff03d21495cb0a5a2f511a8cbe8cca6!/L524334-L524375,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/KP747843,null,"Beta vulgaris subsp. maritima isolate 12OBI trnD-trnT intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/9d1e9f2bd8323f9d037a86b007ec53e53ff03d21495cb0a5a2f511a8cbe8cca6!/L525983-L526035,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/KP747927,null,"Beta vulgaris subsp. maritima isolate 12OBI tRNA-Lys (trnK) gene, intron; and maturase K (matK) gene, complete cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/9d1e9f2bd8323f9d037a86b007ec53e53ff03d21495cb0a5a2f511a8cbe8cca6!/L531780-L531868,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/KP747962,null,"Beta vulgaris subsp. maritima isolate 12OBI alcohol dehydrogenase (adh) gene, partial cds.",https://linker.bio/line:gz:hash://sha256/9d1e9f2bd8323f9d037a86b007ec53e53ff03d21495cb0a5a2f511a8cbe8cca6!/L534393-L534444,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/KP748020,null,"Beta vulgaris subsp. maritima isolate 12OBI chlorophyll a /b binding protein (cab11) gene, partial cds.",https://linker.bio/line:gz:hash://sha256/9d1e9f2bd8323f9d037a86b007ec53e53ff03d21495cb0a5a2f511a8cbe8cca6!/L537545-L537605,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN604583,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6570370-L6570426,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN604639,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6573870-L6573938,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN617273,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7016620-L7016684,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60380"")'",https://cch2.org/portal/collections/individual/index.php?occid=175581,https://www.ncbi.nlm.nih.gov/nuccore/MN617333,OBI 60380,"Cirsium scariosum var. toiyabense voucher OBI 60380 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7020151-L7020207,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN604487,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6565223-L6565272,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/MK097012,SAV:423OBI1,"Alyssum wulfenianum subsp. ovirense clone 423OBI1_ribotype1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/f1ad641a935d65f60519263a905c49ce54d10076a53e8df7329e876f8bda244c!/L5638196-L5638257,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/MK097013,SAV:423OBI1,"Alyssum wulfenianum subsp. ovirense clone 423OBI1_ribotype2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/f1ad641a935d65f60519263a905c49ce54d10076a53e8df7329e876f8bda244c!/L5638258-L5638319,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/MK097014,SAV:423OBI2,"Alyssum wulfenianum subsp. ovirense clone 423OBI2_ribotype1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/f1ad641a935d65f60519263a905c49ce54d10076a53e8df7329e876f8bda244c!/L5638320-L5638381,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/MK097015,SAV:423OBI2,"Alyssum wulfenianum subsp. ovirense clone 423OBI2_ribotype2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",https://linker.bio/line:gz:hash://sha256/f1ad641a935d65f60519263a905c49ce54d10076a53e8df7329e876f8bda244c!/L5638382-L5638443,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/MK164778,SAV:423OBI1,"Alyssum wulfenianum subsp. ovirense voucher SAV:423OBI1 de-etiolated protein 1 (DET1) gene, DET1-423OBI1_al1 allele, partial cds.",https://linker.bio/line:gz:hash://sha256/f1ad641a935d65f60519263a905c49ce54d10076a53e8df7329e876f8bda244c!/L7026964-L7027027,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/MK164779,SAV:423OBI1,"Alyssum wulfenianum subsp. ovirense voucher SAV:423OBI1 de-etiolated protein 1 (DET1) gene, DET1-423OBI1_al2 allele, partial cds.",https://linker.bio/line:gz:hash://sha256/f1ad641a935d65f60519263a905c49ce54d10076a53e8df7329e876f8bda244c!/L7027028-L7027091,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/MK164780,SAV:423OBI2,"Alyssum wulfenianum subsp. ovirense voucher SAV:423OBI2 de-etiolated protein 1 (DET1) gene, DET1-423OBI2_al1 allele, partial cds.",https://linker.bio/line:gz:hash://sha256/f1ad641a935d65f60519263a905c49ce54d10076a53e8df7329e876f8bda244c!/L7027092-L7027155,
no,,,,https://www.ncbi.nlm.nih.gov/nuccore/MK164781,SAV:423OBI2,"Alyssum wulfenianum subsp. ovirense voucher SAV:423OBI2 de-etiolated protein 1 (DET1) gene, DET1-423OBI2_al2 allele, partial cds.",https://linker.bio/line:gz:hash://sha256/f1ad641a935d65f60519263a905c49ce54d10076a53e8df7329e876f8bda244c!/L7027156-L7027219,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN604571,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6569695-L6569750,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN604674,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6576278-L6576345,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN617259,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7015708-L7015772,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN617341,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7020604-L7020659,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN604487,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6565223-L6565272,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN604571,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6569695-L6569750,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN604674,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6576278-L6576345,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN617259,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7015708-L7015772,
yes,,"preston dwc-stream | jq 'select(.[""http://rs.tdwg.org/dwc/terms/otherCatalogNumbers""] == ""60392"")'",https://cch2.org/portal/collections/individual/index.php?occid=175526,https://www.ncbi.nlm.nih.gov/nuccore/MN617341,OBI 60392,"Cirsium ochrocentrum voucher OBI 60392 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7020604-L7020659,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN604445,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6563106-L6563156,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN604609,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6571825-L6571880,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN604612,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6572003-L6572072,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN617214,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 psbA (psbA) gene, partial cds; psbA-trnH intergenic spacer, complete sequence; and tRNA-His (trnH) gene, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7012773-L7012838,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN617291,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L7017761-L7017818,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN604445,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 external transcribed spacer, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6563106-L6563156,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN604609,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6571825-L6571880,
yes,,"preston dwc-stream | grep -E ""[^0-9a-zA-Z]62969[^0-9]"" ",https://cch2.org/portal/collections/individual/index.php?occid=175101,https://www.ncbi.nlm.nih.gov/nuccore/MN604612,OBI 62969,"Cirsium arizonicum var. tenuisectum voucher OBI 62969 maturase K (matK) gene, partial cds; chloroplast.",https://linker.bio/line:gz:hash://sha256/026bf3c6a3dfcfa2833728ebb587e4f5e61106cc9f8792b680ccc9eca0fa0cc4!/L6572003-L6572072,
